Id,CurrentAge,LotArea,PorchArea,TotalBaths,OverallQual,OverallCond,GrLivArea,SaleType,SaleCondition,MSZoning,Story,StoryFinish,SalePrice,TotRmsAbvGrd
877,47,25286,0,1,4,5,1040,WD,Normal,RL,one,finished,132250,5
878,5,8834,0,3,9,5,2224,WD,Normal,RL,two,finished,350000,10
879,15,11782,0,1,5,7,1155,WD,Normal,RL,split,finished,148000,6
880,5,7000,0,1,5,8,864,WD,Normal,RL,one,finished,136500,6
881,4,7024,49,2,5,5,1090,WD,Normal,RL,one,finished,157000,5
882,19,13758,36,3,7,5,1717,WD,Normal,RL,one_and_half,finished,187500,7
883,17,9636,40,3,6,5,1593,WD,Normal,RL,two,finished,178000,7
884,60,6204,188,1,4,5,2230,WD,Normal,RL,two_and_half,finished,118500,10
885,43,7150,0,1,5,5,892,WD,Normal,RL,one,finished,100000,5
888,55,16466,265,2,5,7,1393,WD,Normal,RL,one_and_half,finished,135500,8
889,40,15865,431,2,8,6,2217,WD,Normal,RL,one,finished,268000,8
890,57,12160,162,1,6,4,1505,WD,Normal,RL,one,finished,149500,6
891,4,8064,0,1,5,7,924,WD,Normal,RL,one_and_half,finished,122900,6
892,32,11184,0,3,6,5,1683,WD,Normal,RL,two,finished,172500,7
893,7,8414,0,1,6,8,1068,WD,Normal,RL,one,finished,154500,6
894,56,13284,116,1,5,5,1383,WD,Normal,RL,one,finished,165000,6
896,47,7056,50,2,6,5,1796,WD,Normal,RL,two,finished,140000,8
899,0,12919,67,3,9,5,2364,New,Partial,RL,one,finished,611657,11
900,16,6993,0,1,5,7,1236,WD,Normal,RL,one,finished,135000,6
901,39,7340,0,1,4,6,858,WD,Normal,RL,one,finished,110000,4
902,10,8712,0,1,5,7,1306,WD,Normal,RL,one,finished,153000,5
903,7,7875,75,3,7,5,1509,WD,Normal,RL,two,finished,180000,8
904,4,14859,60,2,7,5,1670,New,Partial,RL,one,finished,240000,7
905,43,6173,0,1,5,6,902,WD,Normal,RL,one,finished,125500,6
906,56,9920,164,1,5,5,1063,WD,Normal,RL,one,finished,128000,6
907,4,13501,60,2,8,5,1636,WD,Normal,RL,one,finished,255000,8
908,23,11500,322,2,7,7,2057,WD,Normal,RL,one_and_half,finished,250000,6
909,27,8885,0,1,5,5,902,WD,Normal,RL,one,finished,131000,5
910,5,12589,24,3,6,5,1484,WD,Normal,RL,two,finished,174000,8
911,50,11600,0,2,5,5,2274,WD,Normal,RL,two,finished,154300,12
912,21,9286,0,2,5,7,1268,WD,Normal,RL,one,finished,143500,5
914,60,6270,0,2,5,6,2002,WD,Normal,RH,two,finished,145000,8
916,40,2001,0,2,4,5,1092,WD,Normal,RM,two,finished,75000,6
918,54,17140,0,1,4,6,1229,WD,Normal,RL,one,finished,135000,6
919,19,13125,416,3,7,5,2127,WD,Normal,RL,two,finished,238000,8
920,8,11029,241,1,6,8,1414,WD,Normal,RL,one,finished,176500,6
921,16,8462,87,3,6,5,1721,WD,Normal,RL,two,finished,201000,7
922,7,8777,70,4,5,7,2200,WD,Normal,RL,one_and_half,finished,145900,9
923,4,10237,23,2,6,5,1316,New,Partial,RL,one,finished,169990,6
924,16,8012,69,2,6,5,1617,WD,Normal,RL,one,finished,193000,5
925,30,10240,131,2,6,6,1686,WD,Normal,RL,one,finished,207500,7
927,6,11999,100,3,8,5,2374,WD,Normal,RL,two,finished,285000,10
928,42,9900,43,3,7,5,1978,WD,Normal,RL,two,finished,176000,9
929,9,11838,151,2,8,5,1788,WD,Normal,RL,one,finished,236500,7
930,13,13006,0,3,7,5,2236,WD,Normal,RL,two,finished,222000,8
931,3,8925,18,2,8,5,1466,WD,Normal,RL,one,finished,201000,7
932,45,9100,0,1,5,6,925,WD,Normal,RL,one,finished,117500,5
933,4,11670,191,2,9,5,1905,WD,Normal,RL,one,finished,320000,8
934,6,8487,36,2,7,5,1500,WD,Normal,RL,one,finished,190000,6
935,3,27650,0,2,7,7,2069,WD,Normal,RL,one,finished,242000,9
936,57,5825,32,1,4,5,747,WD,Normal,RL,one,finished,79900,5
937,7,10083,41,2,7,5,1200,WD,Normal,RL,one,finished,184900,5
938,5,9675,48,3,7,5,1971,WD,Normal,RL,two,finished,253000,8
939,4,8760,90,3,7,5,1962,New,Partial,RL,two,finished,239799,7
941,34,12640,0,2,6,5,1728,WD,Normal,RL,one,finished,150900,8
942,11,8755,168,3,7,5,2060,WD,Normal,RL,two,finished,214000,8
944,43,25000,0,2,5,4,1632,WD,Normal,RL,one,finished,143000,8
946,14,8820,244,1,5,6,1869,WD,Normal,RM,one_and_half,finished,124900,7
947,51,8163,0,1,5,6,1144,WD,Normal,RL,split,finished,143000,6
948,7,14536,252,2,8,5,1629,WD,Normal,RL,one,finished,270000,9
949,8,14006,96,3,7,5,1776,WD,Normal,RL,two,finished,192500,7
950,4,9360,0,2,6,7,1381,WD,Normal,RL,one,finished,197500,5
951,8,7200,0,1,5,8,864,WD,Normal,RL,one,finished,129000,5
953,7,7200,0,1,5,8,768,WD,Normal,RL,split,finished,133900,5
954,41,11075,189,3,5,4,1968,WD,Normal,RL,two,finished,172000,7
956,60,7136,0,2,6,6,1958,WD,Normal,RH,two,finished,145000,8
957,30,1300,0,2,6,6,1229,WD,Normal,RM,two,finished,124000,5
958,48,7420,0,1,5,5,1057,WD,Normal,RL,one,finished,132000,6
959,7,8450,39,2,7,5,1337,WD,Normal,RL,one,finished,185000,6
961,2,7207,0,1,5,7,858,WD,Normal,RL,one,finished,116500,4
962,15,12227,282,3,6,7,2872,WD,Normal,RL,two,finished,272000,11
963,34,2308,0,3,6,6,1548,WD,Normal,RL,two,finished,155000,7
964,3,11923,136,2,9,5,1800,WD,Normal,RL,one,finished,239000,7
965,7,11316,40,3,7,5,1894,WD,Normal,RL,two,finished,214900,8
966,3,10237,72,3,6,5,1484,New,Partial,RL,two,finished,178900,8
967,60,9600,70,2,5,7,1308,WD,Normal,RL,one_and_half,finished,160000,7
968,55,7390,0,1,5,7,1098,WD,Normal,RL,one,finished,135000,6
972,6,2268,27,2,7,5,1626,WD,Normal,RL,two,finished,173000,6
973,31,7892,0,2,6,5,918,WD,Normal,RL,one,finished,99500,5
975,17,11414,135,1,7,8,2019,WD,Normal,RL,two,finished,167500,8
977,52,5900,0,1,4,7,869,WD,Normal,RL,one,finished,85500,4
980,47,8816,80,1,5,6,1121,WD,Normal,RL,one,finished,139000,5
981,3,12122,76,1,7,9,999,WD,Normal,RL,split,finished,178400,6
982,11,12203,0,3,8,5,2612,WD,Normal,RL,two,finished,336000,8
983,3,3182,16,2,7,5,1266,WD,Normal,RL,one,finished,159895,6
984,8,11250,0,3,8,5,2290,WD,Normal,RL,two,finished,255900,9
987,7,5310,0,1,6,8,1635,WD,Normal,RM,one_and_half,finished,117000,5
988,0,10159,95,3,9,5,1940,New,Partial,RL,one,finished,395192,8
989,34,12046,224,3,6,6,2030,WD,Normal,RL,two,finished,195000,8
991,12,9452,70,3,8,5,2392,WD,Normal,RL,two,finished,348000,7
992,24,17671,169,2,8,9,1742,WD,Normal,RM,two,finished,168000,8
993,17,9760,42,3,6,8,1851,WD,Normal,RL,two,finished,187000,7
994,4,8846,35,3,6,5,1500,New,Partial,RL,two,finished,173900,6
995,3,12456,48,2,10,5,1718,WD,Normal,RL,one,finished,337500,7
998,40,11717,0,2,6,6,1442,WD,Normal,RL,one,finished,185000,6
999,60,9786,148,1,3,4,1077,WD,Normal,RM,one,finished,91000,6
1000,4,6762,61,2,7,5,1208,WD,Normal,RL,one,finished,206000,6
1001,58,10206,0,1,3,3,944,WD,Normal,RL,one,finished,82000,4
1003,4,11957,104,2,8,5,1574,WD,Normal,RL,one,finished,232000,7
1004,34,11500,0,2,5,6,1680,WD,Normal,RL,one,finished,136905,8
1005,4,3182,0,2,7,5,1504,WD,Normal,RL,one,finished,181000,7
1006,33,8385,0,2,5,8,985,WD,Normal,RL,split,finished,149900,6
1007,40,12155,147,2,6,3,1657,WD,Normal,RL,one,finished,163500,7
1008,40,2217,0,2,4,4,1092,WD,Normal,RM,two,finished,88000,6
1009,5,12118,228,2,7,5,1710,WD,Normal,RL,one,finished,240000,7
1010,60,6000,138,2,5,5,1522,WD,Normal,RL,one_and_half,finished,102000,7
1011,60,21286,108,2,5,5,1271,WD,Normal,RL,one_and_half,finished,135000,7
1012,45,9825,0,2,5,5,1664,WD,Normal,RL,one,finished,100000,8
1013,14,10592,165,2,6,7,1502,WD,Normal,RL,two,finished,165000,7
1014,4,7200,256,1,5,4,1022,WD,Normal,RM,one,finished,85000,4
1015,60,11664,130,1,6,5,1082,WD,Normal,RL,one,finished,119200,5
1016,9,8400,45,3,8,6,1665,WD,Normal,RL,two,finished,227000,6
1017,14,11883,66,2,7,5,1504,WD,Normal,RL,one,finished,203000,6
1019,18,10784,0,3,7,5,1472,WD,Normal,RL,split,finished,160000,7
1020,5,3013,20,2,7,5,1506,WD,Normal,RL,one,finished,213490,6
1021,5,7024,64,2,4,5,1132,WD,Normal,RL,one,finished,176000,5
1022,4,7406,54,2,7,5,1220,New,Partial,RL,one,finished,194000,6
1023,60,9439,192,1,5,5,1248,WD,Normal,RM,one_and_half,finished,87000,6
1024,4,3182,20,2,7,5,1504,WD,Normal,RL,one,finished,191000,7
1026,38,7700,0,1,5,5,882,WD,Normal,RL,one,finished,112500,5
1027,50,9300,143,1,5,5,1264,WD,Normal,RL,one,finished,167500,6
1028,2,9520,44,2,8,5,1646,New,Partial,RL,one,finished,293077,7
1029,60,9492,0,1,5,5,1376,WD,Normal,RL,one_and_half,finished,105000,6
1030,38,1680,28,2,6,7,1218,WD,Normal,RM,two,finished,118000,7
1031,15,7082,228,2,5,8,1928,WD,Normal,RH,two,finished,160000,10
1032,40,15863,63,3,7,3,3082,WD,Normal,RL,two_and_half,finished,197000,12
1034,8,8125,136,2,7,5,1654,WD,Normal,RL,one,finished,230000,6
1035,60,6305,0,1,5,7,954,WD,Normal,RL,one,finished,119750,5
1036,53,11500,0,1,4,3,845,WD,Normal,RL,one,finished,84000,5
1037,2,12898,0,2,9,5,1620,WD,Normal,RL,one,finished,315500,6
1038,8,9240,234,3,8,5,2263,WD,Normal,RL,two,finished,287000,7
1039,2,1533,0,2,4,6,1344,WD,Normal,RM,two,finished,97000,6
1040,40,1477,0,1,4,4,630,WD,Normal,RM,split,finished,80000,3
1041,10,13125,0,2,5,4,1803,WD,Normal,RL,one,finished,155000,8
1042,10,9130,40,2,6,8,1632,WD,Normal,RL,two,finished,173000,7
1043,5,5381,63,2,6,5,1306,WD,Normal,RL,one,finished,196000,5
1044,20,11839,121,3,7,5,2329,WD,Normal,RL,two,finished,262280,10
1045,29,9600,120,3,8,5,2524,WD,Normal,RL,one,finished,278000,9
1046,55,13680,0,2,3,5,1733,WD,Normal,RL,one,finished,139600,8
1047,4,16056,108,4,9,5,2868,New,Partial,RL,two,finished,556581,11
1048,15,9245,0,1,5,5,990,WD,Normal,RL,one,finished,145000,5
1049,4,21750,0,1,5,4,1771,WD,Normal,RL,one,finished,115000,9
1051,3,8993,22,2,7,5,1302,New,Partial,RL,one,finished,176485,6
1052,3,11175,20,2,7,5,1316,New,Partial,RL,one,finished,200141,6
1053,32,9500,52,2,6,6,1977,WD,Normal,RL,two,finished,165000,9
1054,8,8562,78,1,5,6,1526,WD,Normal,RL,one,finished,144500,7
1055,8,11367,60,3,8,5,1989,WD,Normal,RL,two,finished,255000,7
1057,5,7052,36,2,7,5,1364,WD,Normal,RL,one,finished,185850,6
1058,16,29959,98,3,7,6,1850,WD,Normal,RL,two,finished,248000,7
1059,2,11308,102,3,9,5,2184,WD,Normal,RL,two,finished,335000,10
1060,60,11275,19,2,6,7,1991,WD,Normal,RL,one_and_half,finished,220000,7
1061,9,4920,170,2,8,5,1338,WD,Normal,RL,one,finished,213500,6
1063,60,13600,57,2,5,5,2337,WD,Normal,RM,two,finished,90000,10
1064,30,6000,120,1,6,6,1103,WD,Normal,RM,one,finished,110500,5
1065,44,11000,58,2,5,6,1154,WD,Normal,RL,one,finished,154000,6
1066,13,14000,44,3,7,5,2260,WD,Normal,RL,two,finished,328000,7
1067,16,7837,40,3,6,7,1571,WD,Normal,RL,two,finished,178000,7
1068,46,9760,317,2,6,6,1611,WD,Normal,RL,two,finished,167900,7
1069,37,3964,20,3,6,4,2521,WD,Normal,RM,two,finished,151400,10
1070,7,9600,0,1,5,7,893,WD,Normal,RL,one_and_half,unfinished,135000,4
1071,54,10152,212,1,5,5,1048,WD,Normal,RL,one,finished,135000,6
1072,42,11700,0,2,6,6,1556,WD,Normal,RL,two,finished,154000,8
1073,60,7585,0,1,5,3,1456,WD,Normal,RL,one_and_half,finished,91500,7
1074,33,7950,0,2,6,6,1426,WD,Normal,RL,two,finished,159500,6
1075,4,8556,93,2,7,5,1240,WD,Normal,RL,one,finished,194000,5
1077,21,10800,21,2,5,8,1466,WD,Normal,RL,one_and_half,finished,170000,7
1079,6,4435,0,1,6,5,848,WD,Normal,RM,one,finished,155900,3
1080,16,8775,64,1,5,5,990,WD,Normal,RL,one,finished,126000,5
1082,47,7500,220,2,5,5,1040,WD,Normal,RL,one,finished,133000,5
1083,8,8749,39,2,7,5,1459,WD,Normal,RL,one,finished,192000,6
1084,46,8800,116,1,6,6,1251,WD,Normal,RL,one,finished,160000,6
1085,14,13031,44,3,6,5,1498,WD,Normal,RL,two,finished,187500,6
1086,18,9069,0,1,6,6,996,WD,Normal,RL,split,finished,147000,5
1087,37,1974,96,2,4,5,1092,WD,Normal,RM,two,finished,83500,6
1089,6,2522,40,2,7,5,1709,WD,Normal,RM,two,finished,137500,7
1091,60,8544,0,2,3,4,1040,WD,Normal,RL,one,finished,92900,6
1093,60,8400,128,2,6,5,1694,WD,Normal,RL,one_and_half,finished,136500,7
1094,12,9230,64,2,5,8,1200,WD,Normal,RL,one,finished,146000,6
1095,10,5868,240,1,5,7,936,WD,Normal,RL,one,finished,129000,4
1096,4,9317,22,2,6,5,1314,WD,Normal,RL,one,finished,176432,6
1097,4,6882,115,2,6,7,1355,WD,Normal,RM,two,finished,127000,7
1098,24,3696,211,2,8,5,1088,WD,Normal,RL,one,finished,170000,5
1099,60,6000,0,1,4,6,1324,WD,Normal,RM,one_and_half,finished,128000,6
1101,60,8400,0,1,2,5,438,WD,Normal,RL,one,finished,60000,3
1102,39,9758,0,1,5,5,950,WD,Normal,RL,one,finished,119500,5
1104,51,8910,192,1,6,6,1194,WD,Normal,RL,one,finished,159500,6
1105,40,2016,0,3,5,5,1302,WD,Normal,RM,two,finished,106000,6
1106,15,12256,32,3,8,5,2622,WD,Normal,RL,two,finished,325000,9
1107,19,10357,244,2,7,5,1442,WD,Normal,RL,one,finished,179900,6
1108,4,23257,100,3,7,5,2021,New,Partial,RL,two,finished,274725,9
1110,5,11362,185,2,8,5,1836,WD,Normal,RL,one,finished,280000,7
1111,14,8000,84,3,6,5,1658,WD,Normal,RL,two,finished,188000,8
1112,34,10480,69,3,7,6,1964,WD,Normal,RL,two,finished,205000,8
1113,53,7100,0,1,5,7,816,WD,Normal,RL,one,finished,129900,5
1114,4,8923,18,1,5,7,1008,WD,Normal,RL,one,finished,134500,6
1115,10,5400,0,1,5,7,833,WD,Normal,RL,one,finished,117000,4
1116,3,12085,0,2,8,5,1734,New,Partial,RL,one,finished,318000,7
1117,8,7750,0,3,8,5,1419,WD,Normal,RL,split,finished,184100,7
1118,7,9764,0,1,5,7,894,WD,Normal,RL,one,finished,130000,5
1119,23,13825,34,1,5,6,1601,WD,Normal,RL,split,finished,140000,6
1120,51,7560,252,1,5,5,1040,WD,Normal,RL,one,finished,133700,6
1121,60,8263,134,1,6,5,1012,WD,Normal,RM,one,finished,118400,6
1122,4,10084,20,2,7,5,1552,New,Partial,RL,one,finished,212900,7
1124,2,9405,200,1,5,9,698,WD,Normal,RL,one,finished,118000,4
1125,18,9125,25,3,7,5,1482,WD,Normal,RL,split,finished,163900,7
1126,55,10434,0,1,4,5,1005,WD,Normal,RL,one,finished,115000,5
1127,3,3684,20,2,7,5,1555,WD,Normal,RL,one,finished,174000,7
1129,5,11796,48,3,7,5,1959,WD,Normal,RL,two,finished,215000,8
1130,30,7200,0,1,5,5,936,WD,Normal,RM,split,finished,140000,4
1131,60,7804,44,2,4,3,1981,WD,Normal,RL,one_and_half,finished,135000,7
1133,60,9900,48,2,6,4,2210,WD,Normal,RM,two,finished,117500,8
1134,15,9828,155,3,8,5,2020,WD,Normal,RL,two,finished,239500,8
1135,13,8773,38,3,6,5,1600,WD,Normal,RL,two,finished,169000,7
1136,60,6180,128,1,6,5,986,WD,Normal,RM,one,finished,102000,5
1138,14,6342,176,1,5,8,1020,WD,Normal,RL,one_and_half,finished,94000,6
1139,33,9819,32,2,6,5,1567,WD,Normal,RL,one,finished,196000,5
1140,60,8731,342,1,5,5,1167,WD,Normal,RL,one,finished,144000,6
1142,34,10304,96,3,5,7,1868,WD,Normal,RL,two,finished,197500,9
1143,3,9965,144,3,8,5,2828,New,Partial,RL,two,finished,424870,11
1144,51,9000,24,1,5,3,1006,WD,Normal,RL,one,finished,80000,5
1145,60,12180,0,1,4,4,924,WD,Normal,RL,one_and_half,finished,80000,5
1147,25,11200,26,2,6,5,1298,WD,Normal,RL,one,finished,180000,5
1148,60,12000,0,2,7,7,1564,WD,Normal,RL,two,finished,174500,7
1149,60,5700,176,1,7,7,1111,WD,Normal,RM,one_and_half,finished,116900,5
1150,22,9000,0,1,7,9,1482,WD,Normal,RM,two,finished,143000,7
1151,60,8280,214,1,6,5,932,WD,Normal,RL,one,finished,124000,4
1152,51,17755,240,2,5,4,1466,WD,Normal,RL,one,finished,149900,6
1154,3,5890,96,1,6,8,816,WD,Normal,RM,one,finished,120500,5
1155,22,13700,357,3,7,6,1820,WD,Normal,RL,two,finished,201800,8
1156,6,10768,201,2,5,8,1437,WD,Normal,RL,one,finished,218000,6
1157,11,9350,188,2,5,8,1265,WD,Normal,RL,split,finished,179900,6
1158,2,5001,62,2,7,5,1314,WD,Normal,RL,one,finished,230000,6
1160,36,9120,69,3,6,6,1876,WD,Normal,RL,two,finished,185000,8
1161,32,2280,0,3,6,5,1456,WD,Normal,RL,two,finished,146000,7
1162,4,14778,216,1,6,7,1640,WD,Normal,RL,one,finished,224000,7
1163,42,8724,0,1,5,5,894,WD,Normal,RL,one,finished,129000,5
1165,32,16157,180,2,5,7,1432,WD,Normal,RL,split,finished,194000,5
1166,1,9541,114,2,7,5,1502,New,Partial,RL,one,finished,233170,7
1167,2,10475,33,2,8,5,1694,WD,Normal,RL,one,finished,245350,7
1168,10,10852,38,3,6,5,1671,WD,Normal,RL,two,finished,173000,7
1169,24,13728,90,2,6,7,2108,WD,Normal,RL,two,finished,235000,7
1170,14,35760,76,4,10,5,3627,WD,Normal,RL,two,finished,625000,10
1171,33,9880,0,1,6,6,1118,WD,Normal,RL,split,finished,171000,6
1172,52,9120,288,1,6,6,1261,WD,Normal,RL,one,finished,163000,6
1174,16,18030,0,3,5,6,3086,WD,Normal,RL,one_and_half,finished,200500,12
1175,60,16560,0,3,6,8,2345,WD,Normal,RL,two,finished,239000,9
1176,10,10678,33,3,8,5,2872,WD,Normal,RL,one_and_half,finished,285000,9
1177,25,6951,0,1,5,5,923,WD,Normal,RL,one,finished,119500,5
1178,6,3950,116,1,6,8,1224,WD,Normal,RM,one_and_half,finished,115000,5
1179,60,7681,102,2,5,6,1343,WD,Normal,RL,one_and_half,finished,154900,7
1180,56,8335,226,1,5,5,1124,WD,Normal,RL,one,finished,93000,5
1181,19,11170,0,3,7,5,2514,WD,Normal,RL,two,finished,250000,8
1182,2,5587,206,2,8,5,1652,New,Partial,RM,one,finished,392500,5
1184,60,10800,0,1,5,6,1130,WD,Normal,RL,one,finished,120000,5
1185,47,35133,526,2,5,4,1572,WD,Normal,RL,one,finished,186700,5
1186,60,9738,236,1,5,7,1221,WD,Normal,RL,one_and_half,finished,104900,7
1188,15,12461,306,2,8,5,1624,WD,Normal,RL,one,finished,262000,5
1189,8,8935,68,3,7,5,1660,WD,Normal,RL,two,finished,195000,7
1190,11,7500,60,3,7,5,1804,WD,Normal,RL,two,finished,189000,7
1191,35,32463,0,1,4,4,1622,WD,Normal,RL,one,finished,168000,7
1193,16,9600,84,1,5,8,1472,WD,Normal,RM,one_and_half,finished,125000,6
1194,11,4500,304,2,6,5,1224,WD,Normal,RM,one,finished,165000,5
1195,41,9364,36,2,6,7,1352,WD,Normal,RL,two,finished,158000,7
1196,5,8029,24,3,6,5,1456,WD,Normal,RL,two,finished,176000,8
1197,4,14054,17,3,7,5,1863,New,Partial,RL,two,finished,219210,9
1199,9,9100,0,2,7,5,1212,WD,Normal,RL,one,finished,178000,6
1200,31,11235,82,2,4,5,1382,WD,Normal,RL,one,finished,148000,6
1202,12,10400,36,3,7,5,1779,WD,Normal,RL,two,finished,197900,6
1203,13,6000,208,1,5,8,1348,WD,Normal,RM,one_and_half,finished,117000,5
1204,9,9750,234,2,7,5,1630,WD,Normal,RL,one,finished,213000,6
1205,35,10140,88,2,5,6,1074,WD,Normal,RL,one,finished,153500,6
1206,19,14684,70,2,7,7,2196,WD,Normal,RL,one,finished,271900,7
1207,44,8900,42,1,4,4,1056,WD,Normal,RH,one,finished,107000,5
1208,7,9135,23,2,6,5,1700,WD,Normal,RL,one,finished,200000,7
1209,30,7763,0,1,5,7,1283,WD,Normal,RL,one,finished,140000,6
1210,4,10182,50,2,8,5,1660,New,Partial,RL,one,finished,290000,8
1211,18,11218,104,3,6,5,1845,WD,Normal,RL,two,finished,189000,8
1212,5,12134,12,2,8,7,1752,WD,Normal,RL,one_and_half,finished,164000,8
1213,60,9340,113,1,4,6,672,WD,Normal,RL,one,finished,113000,4
1215,48,10205,72,1,5,5,999,WD,Normal,RL,split,finished,134500,6
1216,44,7094,0,1,5,5,894,WD,Normal,RL,one,finished,125000,5
1217,32,8930,0,2,6,5,1902,WD,Normal,RM,one_and_half,finished,112000,8
1219,60,6240,0,1,4,5,912,WD,Normal,RM,one_and_half,finished,80500,3
1222,42,8250,63,1,5,5,1211,WD,Normal,RL,one,finished,134000,5
1223,60,10496,0,2,6,6,1846,WD,Normal,RL,one_and_half,finished,143000,7
1224,59,10680,30,2,5,3,2136,WD,Normal,RL,one,finished,137900,7
1225,5,15384,75,3,7,5,1490,WD,Normal,RL,two,finished,184000,8
1226,52,10482,0,1,6,8,1138,WD,Normal,RL,split,finished,145000,6
1227,3,14598,18,3,6,5,1933,WD,Normal,RL,two,finished,214000,9
1228,2,8872,240,1,5,8,912,WD,Normal,RL,one,finished,147000,5
1229,2,8769,296,2,9,5,1702,New,Partial,RL,one,finished,367294,7
1230,50,7910,0,2,5,5,1507,WD,Normal,RL,split,finished,127000,7
1231,33,18890,169,4,5,5,2620,WD,Normal,RL,one_and_half,finished,190000,12
1232,48,7728,18,1,5,6,1190,WD,Normal,RL,split,finished,132500,6
1233,48,9842,0,2,4,5,1224,WD,Normal,RL,one,finished,101800,6
1236,60,13132,40,2,5,5,1784,WD,Normal,RL,two,finished,138887,9
1237,7,2628,27,3,7,5,1626,WD,Normal,RL,two,finished,175500,6
1238,5,12393,48,3,7,5,1948,WD,Normal,RL,two,finished,195000,8
1240,4,9037,33,2,8,5,1484,WD,Normal,RL,one,finished,265900,6
1241,7,8158,63,3,7,5,1768,WD,Normal,RL,two,finished,224900,8
1242,3,9849,56,2,7,6,1689,New,Partial,RL,one,finished,248328,7
1244,4,13891,229,3,10,5,2076,New,Partial,RL,one,finished,465000,7
1245,60,11435,0,1,8,7,1517,WD,Normal,RL,two,finished,230000,7
1248,34,12328,0,1,6,5,1034,WD,Normal,RL,split,finished,169900,6
1249,60,9600,259,2,6,5,2058,WD,Normal,RM,two_and_half,unfinished,129500,8
1250,60,7200,80,1,5,7,988,WD,Normal,RL,one,finished,119000,6
1251,42,11160,0,3,7,5,2110,WD,Normal,RL,one,finished,244000,8
1252,7,3136,36,2,7,5,1405,WD,Normal,RL,one,finished,171750,6
1253,42,9858,0,1,5,6,874,WD,Normal,RL,one,finished,130000,5
1254,7,17542,47,3,7,7,2167,WD,Normal,RL,two,finished,294000,9
1255,6,6931,128,3,7,5,1656,WD,Normal,RL,two,finished,165400,7
1256,60,6240,120,1,6,6,1367,WD,Normal,RM,one_and_half,finished,127500,6
1257,16,14303,36,2,8,5,1987,WD,Normal,RL,one,finished,301500,7
1258,60,4060,96,1,5,8,864,WD,Normal,RL,one,finished,99900,4
1259,5,9587,0,2,7,5,1166,WD,Normal,RL,split,finished,190000,5
1260,41,9750,80,2,6,8,1054,WD,Normal,RL,one,finished,151000,6
1261,11,24682,103,3,6,5,1675,WD,Normal,RL,two,finished,181000,7
1262,54,9600,0,1,5,6,1050,WD,Normal,RL,one,finished,128900,5
1263,21,11250,0,1,4,5,1788,WD,Normal,RL,one_and_half,finished,161500,8
1264,60,13515,126,1,6,6,1824,WD,Normal,RL,two,finished,180500,8
1267,60,10120,264,2,7,4,1889,WD,Normal,RM,two_and_half,unfinished,122000,9
1268,1,13214,76,2,9,5,2018,WD,Normal,RL,one,finished,378500,10
1269,13,14100,12,4,8,9,3447,WD,Normal,RL,one_and_half,finished,381000,11
1270,52,11344,0,2,5,5,1524,WD,Normal,RL,one_and_half,finished,144000,7
1271,31,23595,0,1,7,6,1524,WD,Normal,RL,one,finished,260000,4
1272,42,9156,0,2,6,7,1489,WD,Normal,RL,one,finished,185750,7
1273,45,13526,0,1,5,6,935,WD,Normal,RL,one,finished,137000,5
1274,4,11512,163,1,6,7,1357,WD,Normal,RL,split,finished,177000,5
1275,7,5362,81,2,5,6,1250,WD,Normal,RL,one_and_half,finished,139000,8
1276,60,11345,0,2,5,5,1920,WD,Normal,RL,two,finished,137000,10
1277,38,12936,116,2,6,6,1395,WD,Normal,RL,two,finished,162000,6
1278,34,17871,0,2,6,5,1724,WD,Normal,RL,split,finished,197900,7
1279,8,9473,211,3,8,5,2031,WD,Normal,RL,two,finished,237000,7
1281,8,9808,72,2,7,5,1573,WD,Normal,RL,one,finished,227000,6
1282,20,8049,148,2,7,5,1339,WD,Normal,RL,one,finished,180000,6
1283,2,8800,288,2,5,7,1040,WD,Normal,RL,one,finished,150500,5
1284,39,9400,0,4,6,5,1824,WD,Normal,RL,two,finished,139000,8
1285,20,9638,158,2,6,7,2447,WD,Normal,RL,one_and_half,finished,169000,10
1286,60,6000,0,1,6,6,1412,WD,Normal,RM,one_and_half,finished,132500,6
1287,47,9790,26,2,6,5,1328,WD,Normal,RL,one,finished,143000,6
1288,46,36500,198,2,5,5,1582,WD,Normal,RL,one,finished,190000,7
1289,10,5664,59,2,8,5,1659,WD,Normal,RL,one,finished,278000,5
1290,4,11065,74,3,8,5,1970,New,Partial,RL,two,finished,281000,8
1291,46,14112,0,1,5,7,1152,WD,Normal,RL,split,finished,180500,6
1292,38,1680,0,3,5,7,1302,WD,Normal,RM,two,finished,119500,6
1293,45,6600,287,2,5,4,2372,WD,Normal,RM,two,finished,107500,11
1294,34,10140,287,3,7,5,1664,WD,Normal,RL,two,finished,162900,8
1295,20,8172,0,1,5,7,864,WD,Normal,RL,one,finished,115000,5
1296,42,8400,0,2,5,5,1052,WD,Normal,RL,one,finished,138500,5
1297,47,8700,143,2,5,6,1128,WD,Normal,RL,one,finished,155000,6
1298,4,3675,44,2,6,5,1072,New,Partial,RM,split,finished,140000,5
1299,2,63887,292,3,10,5,5642,New,Partial,RL,two,finished,160000,12
1300,16,7500,0,2,5,7,1246,WD,Normal,RL,one,finished,154000,6
1301,11,10762,0,3,7,5,1983,WD,Normal,RL,two,finished,225000,9
1302,60,7500,224,1,6,7,1494,WD,Normal,RL,two,finished,177500,7
1303,16,10120,78,3,8,5,2526,WD,Normal,RL,two,finished,290000,8
